2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,
0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,
0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,
0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,
0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,
0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,
0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,
0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,
0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,
0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,
0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,
0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,
0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,
0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,
0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,
0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,
0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,
0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,
0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,0.129875,
0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,0.129367,
0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,0.128229,
0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,0.124681,
0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,0.0801616,
0.0801616,0.124681,0.128229,0.129367,0.129875,0.130144,0.130301,0.130398,0.13046,0.130497,0.130518,0.130525,0.130518,0.130497,0.13046,0.130398,0.130301,0.130144,0.129875,0.129367,0.128229,0.124681,0.0801616,2.87979,
