-0.742181,-0.0801616,-0.124681,-0.128229,-0.129367,-0.129875,-0.130144,-0.130301,-0.130398,-0.13046,-0.130497,-0.130518,0.179829,0.17758,0.170752,0.159097,0.142155,0.119179,0.0889811,0.0496241,-0.00224955,-0.0731439,-0.178486,-0.380997,
-0.380997,2.87979,-0.0801616,-0.124681,-0.128229,-0.129367,-0.129875,-0.130144,-0.130301,-0.130398,-0.13046,-0.130497,0.17758,0.179829,0.17758,0.170752,0.159097,0.142155,0.119179,0.0889811,0.0496241,-0.00224955,-0.0731439,-0.178486,
-0.178486,-0.0801616,2.87979,-0.0801616,-0.124681,-0.128229,-0.129367,-0.129875,-0.130144,-0.130301,-0.130398,-0.13046,0.170752,0.17758,0.179829,0.17758,0.170752,0.159097,0.142155,0.119179,0.0889811,0.0496241,-0.00224955,-0.0731439,
-0.0731439,-0.124681,-0.0801616,2.87979,-0.0801616,-0.124681,-0.128229,-0.129367,-0.129875,-0.130144,-0.130301,-0.130398,0.159097,0.170752,0.17758,0.179829,0.17758,0.170752,0.159097,0.142155,0.119179,0.0889811,0.0496241,-0.00224955,
-0.00224955,-0.128229,-0.124681,-0.0801616,2.87979,-0.0801616,-0.124681,-0.128229,-0.129367,-0.129875,-0.130144,-0.130301,0.142155,0.159097,0.170752,0.17758,0.179829,0.17758,0.170752,0.159097,0.142155,0.119179,0.0889811,0.0496241,
0.0496241,-0.129367,-0.128229,-0.124681,-0.0801616,2.87979,-0.0801616,-0.124681,-0.128229,-0.129367,-0.129875,-0.130144,0.119179,0.142155,0.159097,0.170752,0.17758,0.179829,0.17758,0.170752,0.159097,0.142155,0.119179,0.0889811,
0.0889811,-0.129875,-0.129367,-0.128229,-0.124681,-0.0801616,2.87979,-0.0801616,-0.124681,-0.128229,-0.129367,-0.129875,0.0889811,0.119179,0.142155,0.159097,0.170752,0.17758,0.179829,0.17758,0.170752,0.159097,0.142155,0.119179,
0.119179,-0.130144,-0.129875,-0.129367,-0.128229,-0.124681,-0.0801616,2.87979,-0.0801616,-0.124681,-0.128229,-0.129367,0.0496241,0.0889811,0.119179,0.142155,0.159097,0.170752,0.17758,0.179829,0.17758,0.170752,0.159097,0.142155,
0.142155,-0.130301,-0.130144,-0.129875,-0.129367,-0.128229,-0.124681,-0.0801616,2.87979,-0.0801616,-0.124681,-0.128229,-0.00224955,0.0496241,0.0889811,0.119179,0.142155,0.159097,0.170752,0.17758,0.179829,0.17758,0.170752,0.159097,
0.159097,-0.130398,-0.130301,-0.130144,-0.129875,-0.129367,-0.128229,-0.124681,-0.0801616,2.87979,-0.0801616,-0.124681,-0.0731439,-0.00224955,0.0496241,0.0889811,0.119179,0.142155,0.159097,0.170752,0.17758,0.179829,0.17758,0.170752,
